Country,Time Serie,Rate
JPN/US,23/10/2001,122.83
JPN/US,24/10/2001,122.86
JPN/US,25/10/2001,122.72
JPN/US,26/10/2001,122.99
JPN/US,29/10/2001,122.08
JPN/US,30/10/2001,122.07
JPN/US,31/10/2001,122.54
JPN/US,01/11/2001,121.87
JPN/US,02/11/2001,121.68
JPN/US,05/11/2001,121.72
JPN/US,06/11/2001,121.15
JPN/US,07/11/2001,121.05
JPN/US,08/11/2001,119.98
JPN/US,09/11/2001,120.25
JPN/US,13/11/2001,121.45
JPN/US,14/11/2001,121.67
JPN/US,15/11/2001,122.4
JPN/US,16/11/2001,122.67
JPN/US,19/11/2001,123.27
JPN/US,20/11/2001,122.62
JPN/US,21/11/2001,123.19
JPN/US,23/11/2001,124.44
JPN/US,26/11/2001,124.2
JPN/US,27/11/2001,124.17
JPN/US,28/11/2001,123.29
JPN/US,29/11/2001,123.82
JPN/US,30/11/2001,123.22
JPN/US,03/12/2001,123.9
JPN/US,04/12/2001,124.28
JPN/US,05/12/2001,124.4
JPN/US,06/12/2001,124.83
JPN/US,07/12/2001,125.66
JPN/US,10/12/2001,126.27
JPN/US,11/12/2001,126.23
JPN/US,12/12/2001,126.52
JPN/US,13/12/2001,126.32
JPN/US,14/12/2001,127.24
JPN/US,17/12/2001,127.54
JPN/US,18/12/2001,127.97
JPN/US,19/12/2001,128.2
JPN/US,20/12/2001,128.55
JPN/US,21/12/2001,129.48
JPN/US,24/12/2001,129.9
JPN/US,26/12/2001,130.79
JPN/US,27/12/2001,131.47
JPN/US,28/12/2001,131.3
JPN/US,31/12/2001,131.04
JPN/US,02/01/2002,132.02
JPN/US,03/01/2002,131.76
JPN/US,04/01/2002,131.02
JPN/US,07/01/2002,130.93
JPN/US,08/01/2002,132.53
JPN/US,09/01/2002,132.62
JPN/US,10/01/2002,132.61
JPN/US,11/01/2002,132.17
JPN/US,14/01/2002,131.83
JPN/US,15/01/2002,131.14
JPN/US,16/01/2002,131.77
JPN/US,17/01/2002,132.13
JPN/US,18/01/2002,132.64
JPN/US,22/01/2002,133.98
JPN/US,23/01/2002,134.25
JPN/US,24/01/2002,134.64
JPN/US,25/01/2002,134.47
JPN/US,28/01/2002,133.43
JPN/US,29/01/2002,133.51
JPN/US,30/01/2002,132.84
JPN/US,31/01/2002,134.06
JPN/US,01/02/2002,133.77
JPN/US,04/02/2002,132.71
JPN/US,05/02/2002,133.9
JPN/US,06/02/2002,133.72
JPN/US,07/02/2002,133.49
JPN/US,08/02/2002,134.77
JPN/US,11/02/2002,133.62
JPN/US,12/02/2002,132.82
JPN/US,13/02/2002,133.23
JPN/US,14/02/2002,132.26
JPN/US,15/02/2002,132.76
JPN/US,19/02/2002,133.45
JPN/US,20/02/2002,133.76
JPN/US,21/02/2002,134.27
JPN/US,22/02/2002,133.85
JPN/US,25/02/2002,133.89
JPN/US,26/02/2002,134.35
JPN/US,27/02/2002,134.63
JPN/US,28/02/2002,133.96
JPN/US,01/03/2002,133.35
JPN/US,04/03/2002,132.2
JPN/US,05/03/2002,132.31
JPN/US,06/03/2002,130.85
JPN/US,07/03/2002,127.07
JPN/US,08/03/2002,128.21
JPN/US,11/03/2002,128.08
JPN/US,12/03/2002,128.67
JPN/US,13/03/2002,129.43
JPN/US,14/03/2002,128.94
JPN/US,15/03/2002,129.1
JPN/US,18/03/2002,131.27
JPN/US,19/03/2002,132.3
JPN/US,20/03/2002,131.6
JPN/US,21/03/2002,131.86
JPN/US,22/03/2002,132.88
JPN/US,25/03/2002,133.46
JPN/US,26/03/2002,132.78
JPN/US,27/03/2002,132.61
JPN/US,28/03/2002,132.61
JPN/US,29/03/2002,132.7
JPN/US,01/04/2002,133.32
JPN/US,02/04/2002,133.4
JPN/US,03/04/2002,132.65
JPN/US,04/04/2002,132.3
JPN/US,05/04/2002,131.73
JPN/US,08/04/2002,131.27
JPN/US,09/04/2002,131.03
JPN/US,10/04/2002,130.75
JPN/US,11/04/2002,131.55
JPN/US,12/04/2002,132.09
JPN/US,15/04/2002,131.95
JPN/US,16/04/2002,131.19
JPN/US,17/04/2002,130.7
JPN/US,18/04/2002,129.84
JPN/US,19/04/2002,130.5
JPN/US,22/04/2002,129.9
JPN/US,23/04/2002,129.89
JPN/US,24/04/2002,129.76
JPN/US,25/04/2002,128.4
JPN/US,26/04/2002,128.18
JPN/US,29/04/2002,128.13
JPN/US,30/04/2002,128.45
JPN/US,01/05/2002,127.45
JPN/US,02/05/2002,128.02
JPN/US,03/05/2002,127.21
JPN/US,06/05/2002,127.27
JPN/US,07/05/2002,127.8
JPN/US,08/05/2002,128.64
JPN/US,09/05/2002,128.36
JPN/US,10/05/2002,127.89
JPN/US,13/05/2002,127.69
JPN/US,14/05/2002,128.66
JPN/US,15/05/2002,127.92
JPN/US,16/05/2002,128.19
JPN/US,17/05/2002,126.03
JPN/US,20/05/2002,125.64
JPN/US,21/05/2002,123.83
JPN/US,22/05/2002,124.16
JPN/US,23/05/2002,124.84
JPN/US,24/05/2002,124.71
JPN/US,28/05/2002,124.38
JPN/US,29/05/2002,124.35
JPN/US,30/05/2002,123.08
JPN/US,31/05/2002,124.13
JPN/US,03/06/2002,123.69
JPN/US,04/06/2002,123.95
JPN/US,05/06/2002,124.4
JPN/US,06/06/2002,124.34
JPN/US,07/06/2002,124.49
JPN/US,10/06/2002,124.6
JPN/US,11/06/2002,125.56
JPN/US,12/06/2002,125.64
JPN/US,13/06/2002,125.12
JPN/US,14/06/2002,124.25
JPN/US,17/06/2002,124.37
JPN/US,18/06/2002,124.56
JPN/US,19/06/2002,124.04
JPN/US,20/06/2002,123.33
JPN/US,21/06/2002,121.23
JPN/US,24/06/2002,121.28
JPN/US,25/06/2002,121.9
JPN/US,26/06/2002,119.83
JPN/US,27/06/2002,119.38
JPN/US,28/06/2002,119.85
JPN/US,01/07/2002,120.04
JPN/US,02/07/2002,120.13
JPN/US,03/07/2002,119.77
JPN/US,05/07/2002,120.19
JPN/US,08/07/2002,118.66
JPN/US,09/07/2002,117.85
JPN/US,10/07/2002,117.94
JPN/US,11/07/2002,116.62
JPN/US,12/07/2002,116.73
JPN/US,15/07/2002,116.06
JPN/US,16/07/2002,115.71
JPN/US,17/07/2002,116.24
JPN/US,18/07/2002,117.02
JPN/US,19/07/2002,115.73
JPN/US,22/07/2002,116.22
JPN/US,23/07/2002,117.35
JPN/US,24/07/2002,116.33
JPN/US,25/07/2002,116.87
JPN/US,26/07/2002,118.78
JPN/US,29/07/2002,119.87
JPN/US,30/07/2002,119.9
JPN/US,31/07/2002,119.77
JPN/US,01/08/2002,119.1
JPN/US,02/08/2002,118.98
JPN/US,05/08/2002,119.26
JPN/US,06/08/2002,121.14
JPN/US,07/08/2002,120.37
JPN/US,08/08/2002,121.04
JPN/US,09/08/2002,120.15
JPN/US,12/08/2002,118.85
JPN/US,13/08/2002,119.08
JPN/US,14/08/2002,116.53
JPN/US,15/08/2002,117.28
JPN/US,16/08/2002,117.51
JPN/US,19/08/2002,118.53
JPN/US,20/08/2002,118.84
JPN/US,21/08/2002,118.54
JPN/US,22/08/2002,119.85
JPN/US,23/08/2002,119.53
JPN/US,26/08/2002,119.54
JPN/US,27/08/2002,118.31
JPN/US,28/08/2002,118.31
JPN/US,29/08/2002,118.34
JPN/US,30/08/2002,118.76
JPN/US,03/09/2002,117.12
JPN/US,04/09/2002,118.01
JPN/US,05/09/2002,118.34
JPN/US,06/09/2002,118.48
JPN/US,09/09/2002,118.85
JPN/US,10/09/2002,119.78
JPN/US,11/09/2002,120.64
JPN/US,12/09/2002,120.68
JPN/US,13/09/2002,121.5
JPN/US,16/09/2002,122.17
JPN/US,17/09/2002,122.64
JPN/US,18/09/2002,121.49
JPN/US,19/09/2002,121.48
JPN/US,20/09/2002,123.16
JPN/US,23/09/2002,123.93
JPN/US,24/09/2002,123.38
JPN/US,25/09/2002,122.72
JPN/US,26/09/2002,122.59
JPN/US,27/09/2002,122.86
JPN/US,30/09/2002,121.74
JPN/US,01/10/2002,122.73
JPN/US,02/10/2002,123.21
JPN/US,03/10/2002,123.04
JPN/US,04/10/2002,123.02
JPN/US,07/10/2002,124.44
JPN/US,08/10/2002,124.26
JPN/US,09/10/2002,123.55
JPN/US,10/10/2002,123.64
JPN/US,11/10/2002,124.04
JPN/US,15/10/2002,124.66
JPN/US,16/10/2002,124.3
JPN/US,17/10/2002,124.8
JPN/US,18/10/2002,125.52
JPN/US,21/10/2002,124.71
JPN/US,22/10/2002,125.09
JPN/US,23/10/2002,124.17
JPN/US,24/10/2002,124.77
JPN/US,25/10/2002,124.14
JPN/US,28/10/2002,123.64
JPN/US,29/10/2002,122.55
JPN/US,30/10/2002,122.91
JPN/US,31/10/2002,122.78
JPN/US,01/11/2002,122.16
JPN/US,04/11/2002,122.46
JPN/US,05/11/2002,121.84
JPN/US,06/11/2002,122.22
JPN/US,07/11/2002,121.26
JPN/US,08/11/2002,119.72
JPN/US,12/11/2002,119.57
JPN/US,13/11/2002,120.28
JPN/US,14/11/2002,120.45
JPN/US,15/11/2002,120.37
JPN/US,18/11/2002,121.15
JPN/US,19/11/2002,121.65
JPN/US,20/11/2002,122.52
JPN/US,21/11/2002,122.92
JPN/US,22/11/2002,122.84
JPN/US,25/11/2002,122.32
JPN/US,26/11/2002,121.89
JPN/US,27/11/2002,122.21
JPN/US,29/11/2002,122.72
JPN/US,02/12/2002,124.61
JPN/US,03/12/2002,124.42
JPN/US,04/12/2002,124.84
JPN/US,05/12/2002,124.99
JPN/US,06/12/2002,123.69
JPN/US,09/12/2002,123.36
JPN/US,10/12/2002,123.66
JPN/US,11/12/2002,123.46
JPN/US,12/12/2002,122.75
JPN/US,13/12/2002,120.71
JPN/US,16/12/2002,121.28
JPN/US,17/12/2002,121.27
JPN/US,18/12/2002,121.12
JPN/US,19/12/2002,120.86
JPN/US,20/12/2002,120.52
JPN/US,23/12/2002,120.77
JPN/US,24/12/2002,120.27
JPN/US,26/12/2002,120.12
JPN/US,27/12/2002,119.92
JPN/US,30/12/2002,118.38
JPN/US,31/12/2002,118.75
JPN/US,02/01/2003,119.86
JPN/US,03/01/2003,119.85
JPN/US,06/01/2003,119.06
JPN/US,07/01/2003,120.18
JPN/US,08/01/2003,119.35
JPN/US,09/01/2003,119.57
JPN/US,10/01/2003,119.44
JPN/US,13/01/2003,119.03
JPN/US,14/01/2003,117.96
JPN/US,15/01/2003,117.91
JPN/US,16/01/2003,118.02
JPN/US,17/01/2003,117.88
JPN/US,21/01/2003,118.57
JPN/US,22/01/2003,118.15
JPN/US,23/01/2003,117.83
JPN/US,24/01/2003,117.8
JPN/US,27/01/2003,118.64
JPN/US,28/01/2003,118.67
JPN/US,29/01/2003,118.13
JPN/US,30/01/2003,119.22
JPN/US,31/01/2003,119.96
JPN/US,03/02/2003,120.47
JPN/US,04/02/2003,119.75
JPN/US,05/02/2003,119.78
JPN/US,06/02/2003,119.93
JPN/US,07/02/2003,120.4
JPN/US,10/02/2003,121.25
JPN/US,11/02/2003,121.19
JPN/US,12/02/2003,121.3
JPN/US,13/02/2003,120.49
JPN/US,14/02/2003,120.41
JPN/US,18/02/2003,118.93
JPN/US,19/02/2003,118.65
JPN/US,20/02/2003,118.18
JPN/US,21/02/2003,118.78
JPN/US,24/02/2003,117.78
JPN/US,25/02/2003,117.14
JPN/US,26/02/2003,117.19
JPN/US,27/02/2003,117.58
JPN/US,28/02/2003,118.22
JPN/US,03/03/2003,117.93
JPN/US,04/03/2003,117.96
JPN/US,05/03/2003,117.32
JPN/US,06/03/2003,117.22
JPN/US,07/03/2003,116.47
JPN/US,10/03/2003,116.55
JPN/US,11/03/2003,117.07
JPN/US,12/03/2003,117.18
JPN/US,13/03/2003,118.31
JPN/US,14/03/2003,118.59
JPN/US,17/03/2003,118.45
JPN/US,18/03/2003,118.9
JPN/US,19/03/2003,120.13
JPN/US,20/03/2003,120.05
JPN/US,21/03/2003,121.42
JPN/US,24/03/2003,120.69
JPN/US,25/03/2003,120.03
JPN/US,26/03/2003,120.13
JPN/US,27/03/2003,119.78
JPN/US,28/03/2003,120.18
JPN/US,31/03/2003,118.07
JPN/US,01/04/2003,118.25
JPN/US,02/04/2003,119.17
JPN/US,03/04/2003,119.55
JPN/US,04/04/2003,120.05
JPN/US,07/04/2003,120.41
JPN/US,08/04/2003,119.91
JPN/US,09/04/2003,120.55
JPN/US,10/04/2003,119.58
JPN/US,11/04/2003,120.47
JPN/US,14/04/2003,120.3
JPN/US,15/04/2003,120.2
JPN/US,16/04/2003,120.04
JPN/US,17/04/2003,119.3
JPN/US,18/04/2003,119.72
JPN/US,21/04/2003,120.55
JPN/US,22/04/2003,119.68
JPN/US,23/04/2003,120.33
JPN/US,24/04/2003,119.83
JPN/US,25/04/2003,120.25
JPN/US,28/04/2003,120.34
JPN/US,29/04/2003,120.14
JPN/US,30/04/2003,119.07
JPN/US,01/05/2003,118.56
JPN/US,02/05/2003,119.1
JPN/US,05/05/2003,118.64
JPN/US,06/05/2003,117.94
JPN/US,07/05/2003,116.51
JPN/US,08/05/2003,116.65
JPN/US,09/05/2003,117.2
JPN/US,12/05/2003,116.94
JPN/US,13/05/2003,116.56
JPN/US,14/05/2003,116.16
JPN/US,15/05/2003,115.94
JPN/US,16/05/2003,116.01
JPN/US,19/05/2003,116.58
JPN/US,20/05/2003,116.77
JPN/US,21/05/2003,117.23
JPN/US,22/05/2003,117.25
JPN/US,23/05/2003,116.89
JPN/US,27/05/2003,117.12
JPN/US,28/05/2003,118.73
JPN/US,29/05/2003,118.45
JPN/US,30/05/2003,119.5
JPN/US,02/06/2003,118.52
JPN/US,03/06/2003,119.27
JPN/US,04/06/2003,118.6
JPN/US,05/06/2003,117.61
JPN/US,06/06/2003,118.83
JPN/US,09/06/2003,118.11
JPN/US,10/06/2003,117.68
JPN/US,11/06/2003,117.69
JPN/US,12/06/2003,117.66
JPN/US,13/06/2003,117.46
JPN/US,16/06/2003,117.79
JPN/US,17/06/2003,118.2
JPN/US,18/06/2003,118.4
JPN/US,19/06/2003,118.74
JPN/US,20/06/2003,118.39
JPN/US,23/06/2003,117.55
JPN/US,24/06/2003,117.96
JPN/US,25/06/2003,117.54
JPN/US,26/06/2003,119.32
JPN/US,27/06/2003,119.72
JPN/US,30/06/2003,119.87
JPN/US,01/07/2003,119.45
JPN/US,02/07/2003,118.63
JPN/US,03/07/2003,118.24
JPN/US,07/07/2003,118.08
JPN/US,08/07/2003,118.58
JPN/US,09/07/2003,117.85
JPN/US,10/07/2003,117.69
JPN/US,11/07/2003,117.8
JPN/US,14/07/2003,117.54
JPN/US,15/07/2003,117.24
JPN/US,16/07/2003,118.24
JPN/US,17/07/2003,118.87
JPN/US,18/07/2003,118.4
JPN/US,21/07/2003,118.35
JPN/US,22/07/2003,119.34
JPN/US,23/07/2003,118.77
JPN/US,24/07/2003,119.25
JPN/US,25/07/2003,118.82
JPN/US,28/07/2003,119.42
JPN/US,29/07/2003,119.78
JPN/US,30/07/2003,120.55
JPN/US,31/07/2003,120.42
JPN/US,01/08/2003,120
JPN/US,04/08/2003,120.47
JPN/US,05/08/2003,119.95
JPN/US,06/08/2003,120.33
JPN/US,07/08/2003,118.91
JPN/US,08/08/2003,119.02
JPN/US,11/08/2003,118.36
JPN/US,12/08/2003,118.53
JPN/US,13/08/2003,119.07
JPN/US,14/08/2003,119.14
JPN/US,15/08/2003,119.24
JPN/US,18/08/2003,119.43
JPN/US,19/08/2003,119.26
JPN/US,20/08/2003,118.23
JPN/US,21/08/2003,117.58
JPN/US,22/08/2003,117.58
JPN/US,25/08/2003,117.43
JPN/US,26/08/2003,117.49
JPN/US,27/08/2003,117.74
JPN/US,28/08/2003,117.44
JPN/US,29/08/2003,116.71
JPN/US,02/09/2003,116.15
JPN/US,03/09/2003,116.04
JPN/US,04/09/2003,116.77
JPN/US,05/09/2003,117.06
JPN/US,08/09/2003,116.48
JPN/US,09/09/2003,116.33
JPN/US,10/09/2003,117.13
JPN/US,11/09/2003,117.07
JPN/US,12/09/2003,117.38
JPN/US,15/09/2003,117.41
JPN/US,16/09/2003,116.27
JPN/US,17/09/2003,115.99
JPN/US,18/09/2003,115.27
JPN/US,19/09/2003,113.99
JPN/US,22/09/2003,111.95
JPN/US,23/09/2003,111.65
JPN/US,24/09/2003,111.7
JPN/US,25/09/2003,111.86
JPN/US,26/09/2003,111.8
JPN/US,29/09/2003,111.07
JPN/US,30/09/2003,111.43
JPN/US,01/10/2003,110.61
JPN/US,02/10/2003,110.59
JPN/US,03/10/2003,110.9
JPN/US,06/10/2003,110.81
JPN/US,07/10/2003,109.81
JPN/US,08/10/2003,109.55
JPN/US,09/10/2003,109.34
JPN/US,10/10/2003,108.57
JPN/US,14/10/2003,109.29
JPN/US,15/10/2003,109.56
JPN/US,16/10/2003,109.36
JPN/US,17/10/2003,109.57
JPN/US,20/10/2003,110.22
JPN/US,21/10/2003,109.69
JPN/US,22/10/2003,108.95
JPN/US,23/10/2003,109.59
JPN/US,24/10/2003,109.23
JPN/US,27/10/2003,108.38
JPN/US,28/10/2003,108.33
JPN/US,29/10/2003,108.18
JPN/US,30/10/2003,108.27
JPN/US,31/10/2003,110.1
JPN/US,03/11/2003,111.2
JPN/US,04/11/2003,109.6
JPN/US,05/11/2003,109.91
JPN/US,06/11/2003,110.15
JPN/US,07/11/2003,109.29
JPN/US,10/11/2003,107.98
JPN/US,12/11/2003,108.55
JPN/US,13/11/2003,108.33
JPN/US,14/11/2003,108.43
JPN/US,17/11/2003,108.98
JPN/US,18/11/2003,108.11
JPN/US,19/11/2003,109.06
JPN/US,20/11/2003,108.99
JPN/US,21/11/2003,108.87
JPN/US,24/11/2003,109.39
JPN/US,25/11/2003,109.72
JPN/US,26/11/2003,109.11
JPN/US,28/11/2003,109.53
JPN/US,01/12/2003,109.61
JPN/US,02/12/2003,108.82
JPN/US,03/12/2003,108.17
JPN/US,04/12/2003,108.19
JPN/US,05/12/2003,107.78
JPN/US,08/12/2003,107.23
JPN/US,09/12/2003,107.3
JPN/US,10/12/2003,108.4
JPN/US,11/12/2003,108.23
JPN/US,12/12/2003,107.73
JPN/US,15/12/2003,107.52
JPN/US,16/12/2003,107.6
JPN/US,17/12/2003,107.42
JPN/US,18/12/2003,107.92
JPN/US,19/12/2003,107.94
JPN/US,22/12/2003,107.4
JPN/US,23/12/2003,107.44
JPN/US,24/12/2003,107.29
JPN/US,26/12/2003,107.18
JPN/US,29/12/2003,106.93
JPN/US,30/12/2003,107
JPN/US,31/12/2003,107.13
JPN/US,02/01/2004,106.95
JPN/US,05/01/2004,106.1
JPN/US,06/01/2004,106.2
JPN/US,07/01/2004,106.19
JPN/US,08/01/2004,106.17
JPN/US,09/01/2004,106.54
JPN/US,12/01/2004,106.48
JPN/US,13/01/2004,106.25
JPN/US,14/01/2004,106.06
JPN/US,15/01/2004,106.1
JPN/US,16/01/2004,106.87
JPN/US,20/01/2004,107.17
JPN/US,21/01/2004,106.84
JPN/US,22/01/2004,106.08
JPN/US,23/01/2004,106.21
JPN/US,26/01/2004,106.15
JPN/US,27/01/2004,105.56
JPN/US,28/01/2004,105.52
JPN/US,29/01/2004,106.09
JPN/US,30/01/2004,105.84
JPN/US,02/02/2004,105.59
JPN/US,03/02/2004,105.36
JPN/US,04/02/2004,105.53
JPN/US,05/02/2004,105.52
JPN/US,06/02/2004,105.57
JPN/US,09/02/2004,105.68
JPN/US,10/02/2004,105.55
JPN/US,11/02/2004,105.37
JPN/US,12/02/2004,105.42
JPN/US,13/02/2004,105.6
JPN/US,17/02/2004,105.8
JPN/US,18/02/2004,106.37
JPN/US,19/02/2004,107.09
JPN/US,20/02/2004,108.83
JPN/US,23/02/2004,108.22
JPN/US,24/02/2004,108.11
JPN/US,25/02/2004,108.99
JPN/US,26/02/2004,109.59
JPN/US,27/02/2004,109.26
JPN/US,01/03/2004,108.93
JPN/US,02/03/2004,110.27
JPN/US,03/03/2004,110.25
JPN/US,04/03/2004,110.74
JPN/US,05/03/2004,111.42
JPN/US,08/03/2004,112.12
JPN/US,09/03/2004,111.2
JPN/US,10/03/2004,111.04
JPN/US,11/03/2004,110.89
JPN/US,12/03/2004,110.82
JPN/US,15/03/2004,110.48
JPN/US,16/03/2004,108.95
JPN/US,17/03/2004,108.18
JPN/US,18/03/2004,106.6
JPN/US,19/03/2004,106.97
JPN/US,22/03/2004,106.84
JPN/US,23/03/2004,106.63
JPN/US,24/03/2004,106.23
JPN/US,25/03/2004,106.06
JPN/US,26/03/2004,105.93
JPN/US,29/03/2004,105.52
JPN/US,30/03/2004,105.61
JPN/US,31/03/2004,104.18
JPN/US,01/04/2004,103.7
JPN/US,02/04/2004,104.55
JPN/US,05/04/2004,105.36
JPN/US,06/04/2004,105.9
JPN/US,07/04/2004,105.2
JPN/US,08/04/2004,106.1
JPN/US,09/04/2004,106.45
JPN/US,12/04/2004,105.5
JPN/US,13/04/2004,106.96
JPN/US,14/04/2004,108.53
JPN/US,15/04/2004,108.58
JPN/US,16/04/2004,107.69
JPN/US,19/04/2004,108.5
JPN/US,20/04/2004,108.43
JPN/US,21/04/2004,109.55
JPN/US,22/04/2004,109.85
JPN/US,23/04/2004,109.38
JPN/US,26/04/2004,108.55
JPN/US,27/04/2004,109.48
JPN/US,28/04/2004,109.85
JPN/US,29/04/2004,109.96
JPN/US,30/04/2004,110.37
JPN/US,03/05/2004,110.34
JPN/US,04/05/2004,110.02
JPN/US,05/05/2004,108.5
JPN/US,06/05/2004,109.58
JPN/US,07/05/2004,112.3
JPN/US,10/05/2004,114.03
JPN/US,11/05/2004,113.67
JPN/US,12/05/2004,113.21
JPN/US,13/05/2004,114.25
JPN/US,14/05/2004,114.3
JPN/US,17/05/2004,114.1
JPN/US,18/05/2004,114.06
JPN/US,19/05/2004,112.77
JPN/US,20/05/2004,113.18
JPN/US,21/05/2004,112.09
JPN/US,24/05/2004,112.66
JPN/US,25/05/2004,112.21
JPN/US,26/05/2004,111.7
JPN/US,27/05/2004,110.77
JPN/US,28/05/2004,110.18
JPN/US,01/06/2004,110.45
JPN/US,02/06/2004,110.28
JPN/US,03/06/2004,111.14
JPN/US,04/06/2004,111.27
JPN/US,07/06/2004,109.61
JPN/US,08/06/2004,109.77
JPN/US,09/06/2004,109.74
JPN/US,10/06/2004,109.33
JPN/US,11/06/2004,110.09
JPN/US,14/06/2004,111.15
JPN/US,15/06/2004,109.59
JPN/US,16/06/2004,110.15
JPN/US,17/06/2004,109.63
JPN/US,18/06/2004,108.65
JPN/US,21/06/2004,108.57
JPN/US,22/06/2004,109
JPN/US,23/06/2004,108.64
JPN/US,24/06/2004,107.1
JPN/US,25/06/2004,107.82
JPN/US,28/06/2004,107.95
JPN/US,29/06/2004,108.18
JPN/US,30/06/2004,109.43
JPN/US,01/07/2004,108.24
JPN/US,02/07/2004,108.6
JPN/US,06/07/2004,109.24
JPN/US,07/07/2004,108.38
JPN/US,08/07/2004,108.76
JPN/US,09/07/2004,108.21
JPN/US,12/07/2004,108.24
JPN/US,13/07/2004,109.37
JPN/US,14/07/2004,109.13
JPN/US,15/07/2004,109.52
JPN/US,16/07/2004,108.77
JPN/US,19/07/2004,108.28
JPN/US,20/07/2004,108.38
JPN/US,21/07/2004,110.1
JPN/US,22/07/2004,109.68
JPN/US,23/07/2004,110.11
JPN/US,26/07/2004,110.08
JPN/US,27/07/2004,111.09
JPN/US,28/07/2004,111.78
JPN/US,29/07/2004,111.88
JPN/US,30/07/2004,111.39
JPN/US,02/08/2004,111.08
JPN/US,03/08/2004,110.6
JPN/US,04/08/2004,111.29
JPN/US,05/08/2004,111.53
JPN/US,06/08/2004,110.05
JPN/US,09/08/2004,110.57
JPN/US,10/08/2004,110.79
JPN/US,11/08/2004,110.78
JPN/US,12/08/2004,111.14
JPN/US,13/08/2004,110.67
JPN/US,16/08/2004,110.64
JPN/US,17/08/2004,110.07
JPN/US,18/08/2004,109.71
JPN/US,19/08/2004,109.34
JPN/US,20/08/2004,109.32
JPN/US,23/08/2004,109.47
JPN/US,24/08/2004,109.63
JPN/US,25/08/2004,110.38
JPN/US,26/08/2004,109.73
JPN/US,27/08/2004,109.51
JPN/US,30/08/2004,109.84
JPN/US,31/08/2004,109
JPN/US,01/09/2004,109.62
JPN/US,02/09/2004,109.52
JPN/US,03/09/2004,110.47
JPN/US,07/09/2004,109.32
JPN/US,08/09/2004,109.22
JPN/US,09/09/2004,109.69
JPN/US,10/09/2004,109.33
JPN/US,13/09/2004,110.13
JPN/US,14/09/2004,109.4
JPN/US,15/09/2004,110.34
JPN/US,16/09/2004,109.75
JPN/US,17/09/2004,109.97
JPN/US,20/09/2004,109.87
JPN/US,21/09/2004,109.94
JPN/US,22/09/2004,110.53
JPN/US,23/09/2004,110.39
JPN/US,24/09/2004,110.72
JPN/US,27/09/2004,111.13
JPN/US,28/09/2004,111.48
JPN/US,29/09/2004,110.9
JPN/US,30/09/2004,110.2
JPN/US,01/10/2004,110.45
JPN/US,04/10/2004,111.13
JPN/US,05/10/2004,111.21
JPN/US,06/10/2004,111.34
JPN/US,07/10/2004,111.15
JPN/US,08/10/2004,109.44
JPN/US,12/10/2004,109.79
JPN/US,13/10/2004,109.78
JPN/US,14/10/2004,109.6
JPN/US,15/10/2004,109.14
JPN/US,18/10/2004,109.23
JPN/US,19/10/2004,108.36
JPN/US,20/10/2004,108.16
JPN/US,21/10/2004,107.43
JPN/US,22/10/2004,107.42
JPN/US,25/10/2004,106.61
JPN/US,26/10/2004,106.63
JPN/US,27/10/2004,106.67
JPN/US,28/10/2004,106.09
JPN/US,29/10/2004,106.04
JPN/US,01/11/2004,106.41
JPN/US,02/11/2004,106.29
JPN/US,03/11/2004,106.2
JPN/US,04/11/2004,106.02
JPN/US,05/11/2004,105.6
JPN/US,08/11/2004,105.57
JPN/US,09/11/2004,105.57
JPN/US,10/11/2004,106.91
JPN/US,12/11/2004,105.53
JPN/US,15/11/2004,105.53
JPN/US,16/11/2004,105.35
JPN/US,17/11/2004,104.18
JPN/US,18/11/2004,104.23
JPN/US,19/11/2004,102.8
JPN/US,22/11/2004,103.2
JPN/US,23/11/2004,103.42
JPN/US,24/11/2004,102.94
JPN/US,26/11/2004,102.58
JPN/US,29/11/2004,102.61
JPN/US,30/11/2004,103.04
JPN/US,01/12/2004,102.78
JPN/US,02/12/2004,103.11
JPN/US,03/12/2004,102.56
JPN/US,06/12/2004,102.68
JPN/US,07/12/2004,102.74
JPN/US,08/12/2004,104.74
JPN/US,09/12/2004,104.93
JPN/US,10/12/2004,105.45
JPN/US,13/12/2004,104.67
JPN/US,14/12/2004,105.59
JPN/US,15/12/2004,104.02
JPN/US,16/12/2004,104.36
JPN/US,17/12/2004,104.28
JPN/US,20/12/2004,104.01
JPN/US,21/12/2004,104.33
JPN/US,22/12/2004,103.95
JPN/US,23/12/2004,103.71
JPN/US,24/12/2004,103.65
JPN/US,27/12/2004,102.97
JPN/US,28/12/2004,103.13
JPN/US,29/12/2004,104.19
JPN/US,30/12/2004,103.11
JPN/US,31/12/2004,102.68
JPN/US,03/01/2005,102.83
JPN/US,04/01/2005,104.27
JPN/US,05/01/2005,103.95
JPN/US,06/01/2005,104.87
JPN/US,07/01/2005,104.93
JPN/US,10/01/2005,104.32
JPN/US,11/01/2005,103.42
JPN/US,12/01/2005,102.26
JPN/US,13/01/2005,102.55
JPN/US,14/01/2005,102.5
JPN/US,18/01/2005,102.36
JPN/US,19/01/2005,102.52
JPN/US,20/01/2005,103.31
JPN/US,21/01/2005,102.85
JPN/US,24/01/2005,102.67
JPN/US,25/01/2005,104.16
JPN/US,26/01/2005,102.9
JPN/US,27/01/2005,103.15
JPN/US,28/01/2005,103.45
JPN/US,31/01/2005,103.55
JPN/US,01/02/2005,103.93
