Unnamed: 0,Time Serie,AUS/US,EU/US,NZD/US,UK/US,BRZ/US,CND/US,CHN/US,HNGK/US,INDIA/US,KOR/US,MEX/US,AFR/US,SNG/US,DNM/US,JPN/US,MLY/US,NOR/US,SWD/US,SRLNK/US,SWTZ/US,TIWN/US,THAI/US,EU_pct,UK_pct,INDIA_pct,SRLNK_pct,EU_cdf,UK_cdf,INDIA_cdf,SRLNK_cdf
0,03/01/2000,1.5172,0.9847,1.9033,0.6146,1.805,1.4465,8.2798,7.7765,43.55,1128.0,9.4015,6.126,1.6563,7.329,101.7,3.8,7.964,8.443,72.3,1.5808,31.38,36.97,,,,,,,,
1,04/01/2000,1.5239,0.97,1.9238,0.6109,1.8405,1.4518,8.2799,7.7775,43.55,1122.5,9.457,6.085,1.6535,7.218,103.09,3.8,7.934,8.36,72.65,1.5565,30.6,37.13,-1.4928404590230593,-0.6020175724048227,0.0,0.48409405255880333,-1.4928404590230593,-0.6020175724048227,0.0,0.48409405255880333
2,05/01/2000,1.5267,0.9676,1.9339,0.6092,1.856,1.4518,8.2798,7.778,43.55,1135.0,9.535,6.07,1.656,7.208,103.77,3.8,7.935,8.353,72.95,1.5526,30.8,37.1,-0.24742268041236803,-0.2782779505647426,0.0,0.4129387474191226,-1.7402631394354273,-0.8802955229695653,0.0,0.897032799977926
3,06/01/2000,1.5291,0.9686,1.9436,0.607,1.84,1.4571,8.2797,7.7785,43.55,1146.5,9.567,6.08,1.6655,7.2125,105.19,3.8,7.94,8.3675,72.95,1.554,31.75,37.62,0.10334849111202082,-0.36112934996717083,0.0,0.0,-1.6369146483234065,-1.241424872936736,0.0,0.897032799977926
4,07/01/2000,1.5272,0.9714,1.938,0.6104,1.831,1.4505,8.2794,7.7783,43.55,1138.0,9.52,6.057,1.6625,7.2285,105.17,3.8,7.966,8.415,73.15,1.5623,30.85,37.3,0.2890770183770375,0.5601317957166563,0.0,0.274160383824551,-1.347837629946369,-0.6812930772200798,0.0,1.171193183802477
5,10/01/2000,1.5242,0.9754,1.935,0.6107,1.819,1.4568,8.2794,7.7785,43.55,1133.5,9.445,6.0765,1.6618,7.254,105.28,3.8,8.024,8.449,73.3,1.5704,30.83,37.27,0.41177681696520363,0.04914809960681055,0.0,0.20505809979491918,-0.9360608129811654,-0.6321449776132693,0.0,1.3762512835973961
6,11/01/2000,1.5209,0.9688,1.9365,0.6068,1.8225,1.457,8.2795,7.7785,43.6,1147.0,9.4825,6.09,1.669,7.214,106.09,3.8,7.969,8.397,73.35,1.5605,30.83,37.61,-0.6766454787779375,-0.6386114295071299,0.11481056257176547,0.06821282401090478,-1.6127062917591029,-1.2707564071203992,0.11481056257176547,1.444464107608301
7,12/01/2000,1.5202,0.9727,1.9286,0.6073,1.835,1.455,8.2796,7.7787,43.6,1144.5,9.515,6.0685,1.669,7.236,105.76,3.8,7.977,8.418,73.35,1.566,30.8,37.54,0.4025598678777831,0.08239947264336855,0.0,0.0,-1.2101464238813198,-1.1883569344770306,0.11481056257176547,1.444464107608301
8,13/01/2000,1.4954,0.9737,1.9084,0.6067,1.814,1.4495,8.2798,7.7788,43.55,1135.5,9.51,6.057,1.67,7.252,106.09,3.8,7.9425,8.417,73.35,1.5707,30.8,37.49,0.10280662074637625,-0.09879795817552273,-0.11467889908257645,0.0,-1.1073398031349435,-1.2871548926525533,0.0001316634891890267,1.444464107608301
9,14/01/2000,1.5004,0.9874,1.9186,0.6115,1.805,1.4497,8.2797,7.7789,43.55,1125.0,9.455,6.075,1.6752,7.347,105.86,3.8,7.997,8.474,73.35,1.5945,30.83,37.55,1.4070042107425351,0.7911653205867841,0.0,0.0,0.2996644076075916,-0.4959895720657692,0.0001316634891890267,1.444464107608301
11,18/01/2000,1.506,0.988,1.9342,0.6105,1.7942,1.4502,8.2793,7.779,43.6,1127.0,9.441,6.089,1.6735,7.356,105.49,3.8,8.01,8.468,72.85,1.5942,30.89,37.4,0.06076564715413735,-0.16353229762877675,0.11481056257176547,-0.6816632583503734,0.36043005476172896,-0.659521869694546,0.1149422260609545,0.7628008492579275
12,19/01/2000,1.5074,0.9886,1.9399,0.6083,1.793,1.4527,8.2797,7.7798,43.6,1134.0,9.418,6.114,1.6753,7.3655,105.39,3.8,8.0,8.487,73.2,1.5965,30.85,37.4,0.060728744939275714,-0.3603603603603789,0.0,0.48043925875087545,0.42115879970100467,-1.0198822300549248,0.1149422260609545,1.243240108008803
13,20/01/2000,1.5002,0.9869,1.9486,0.6047,1.7785,1.4484,8.2794,7.7795,43.6,1126.0,9.408,6.1,1.6765,7.343,105.45,3.8,7.977,8.468,72.95,1.5915,30.85,37.28,-0.17196034796682635,-0.5918132500410844,0.0,-0.3415300546448119,0.24919845173417832,-1.6116954800960093,0.1149422260609545,0.901710053363991
14,21/01/2000,1.5103,0.9901,1.9592,0.6059,1.78,1.442,8.2795,7.7792,43.6,1128.0,9.447,6.128,1.681,7.3725,104.96,3.8,7.999,8.493,73.3,1.5973,30.85,37.23,0.32424764413820917,0.19844551017031975,0.0,0.47978067169294203,0.5734460958723875,-1.4132499699256895,0.1149422260609545,1.381490725056933
15,24/01/2000,1.5281,0.9981,1.9759,0.6053,1.768,1.44,8.2789,7.7795,43.62,1124.5,9.485,6.1675,1.6825,7.428,105.52,3.8,8.026,8.526,72.95,1.609,30.85,37.3,0.8079991920008078,-0.09902624195412546,0.04587155963302614,-0.477489768076389,1.3814452878731953,-1.512276211879815,0.16081378569398064,0.9040009569805441
16,25/01/2000,1.5286,0.9959,1.9732,0.6067,1.78,1.4389,8.2786,7.78,43.59,1127.0,9.525,6.1617,1.6867,7.412,105.87,3.8,8.036,8.521,73.45,1.6085,30.85,37.27,-0.22041879571185197,0.2312902692879648,-0.06877579092158248,0.6854009595613331,1.1610264921613433,-1.2809859425918502,0.09203799477239816,1.5894019165418771
17,26/01/2000,1.5373,0.9989,1.9763,0.6099,1.781,1.4379,8.2782,7.7805,43.65,1127.8,9.5175,6.175,1.695,7.433,105.85,3.8,8.0675,8.5285,73.4,1.6102,30.85,37.48,0.30123506376142917,0.5274435470578487,0.13764624913970014,-0.0680735194009463,1.4622615559227725,-0.7535423955340015,0.2296842439120983,1.5213283971409308
18,27/01/2000,1.5267,1.0111,1.9716,0.6111,1.78,1.435,8.2783,7.7805,43.63,1125.0,9.52,6.227,1.693,7.525,104.91,3.8,8.1475,8.615,73.45,1.6317,30.83,37.46,1.2213434778256094,0.1967535661583808,-0.045819014891168575,0.06811989100816707,2.683605033748382,-0.5567888293756207,0.18386522902092972,1.5894482881490979
19,28/01/2000,1.5962,1.0241,2.0534,0.6169,1.79,1.4495,8.2781,7.78,43.65,1121.0,9.581,6.3575,1.71,7.6165,107.15,3.8,8.27,8.82,73.05,1.6485,30.75,37.65,1.285728414597953,0.9491081656030076,0.04584001833600748,-0.544588155207637,3.969333448346335,0.3923193362273869,0.2297052473569372,1.0448601329414609
20,31/01/2000,1.5669,1.0249,2.019,0.618,1.802,1.4517,8.2777,7.781,43.65,1124.0,9.64,6.3125,1.701,7.633,107.33,3.8,8.301,8.815,73.5,1.6495,30.75,37.55,0.07811737135043906,0.1783109093856261,0.0,0.6160164271047375,4.047450819696774,0.570630245613013,0.2297052473569372,1.6608765600461983
21,01/02/2000,1.5835,1.0276,2.0392,0.6192,1.795,1.4468,8.2774,7.7807,43.62,1127.0,9.597,6.28,1.699,7.6445,107.67,3.8,8.277,8.768,73.55,1.654,31.75,37.51,0.26344033564251745,0.19417475728154,-0.06872852233676952,0.06802721088434716,4.3108911553392915,0.764805002894553,0.1609767250201677,1.7289037709305455
22,02/02/2000,1.5723,1.0238,2.0416,0.6227,1.785,1.4435,8.2773,7.7805,43.65,1131.0,9.575,6.2825,1.6985,7.6215,108.4,3.8,8.225,8.708,73.25,1.6502,30.8,37.65,-0.36979369404437357,0.5652454780361804,0.06877579092159358,-0.40788579197824637,3.941097461294918,1.3300504809307334,0.22975251594176127,1.321017978952299
23,03/02/2000,1.5657,1.0114,2.0133,0.624,1.775,1.4417,8.2781,7.7812,43.65,1130.5,9.51,6.2575,1.6925,7.52,107.92,3.8,8.158,8.577,73.55,1.6255,30.8,37.59,-1.2111740574330843,0.20876826722338038,0.0,0.4095563139931757,2.7299234038618336,1.5388187481541138,0.22975251594176127,1.7305742929454748
24,04/02/2000,1.5835,1.0246,2.0284,0.6283,1.773,1.4467,8.2788,7.781,43.65,1130.0,9.481,6.286,1.693,7.626,107.54,3.8,8.27,8.663,73.55,1.647,30.8,37.55,1.3051216136048982,0.6891025641025506,0.0,0.0,4.035045017466732,2.2279213122566643,0.22975251594176127,1.7305742929454748
25,07/02/2000,1.5775,1.0222,2.0259,0.6283,1.77,1.4457,8.2788,7.782,43.64,1129.6,9.436,6.2905,1.6958,7.609,108.75,3.8,8.259,8.66,73.5,1.6426,30.8,37.75,-0.23423775131757862,0.0,-0.02290950744558984,-0.06798096532970588,3.8008072661491537,2.2279213122566643,0.20684300849617143,1.662593327615769
26,08/02/2000,1.5741,1.014,2.0243,0.6209,1.765,1.4473,8.2788,7.7809,43.63,1129.5,9.402,6.299,1.6968,7.5455,109.59,3.8,8.1835,8.595,73.6,1.6301,30.75,37.64,-0.8021913519859147,-1.1777813146585991,-0.02291475710356483,0.1360544217686943,2.998615914163239,1.0501399975980652,0.1839282513926066,1.7986477493844633
27,09/02/2000,1.576,1.0087,2.0325,0.6205,1.77,1.4443,8.2788,7.781,43.65,1124.0,9.399,6.32,1.6918,7.504,109.11,3.8,8.145,8.544,73.6,1.6232,30.65,37.55,-0.5226824457593815,-0.06442261233692292,0.04584001833600748,0.0,2.4759334684038574,0.9857173852611423,0.22976826972861408,1.7986477493844633
28,10/02/2000,1.5823,1.0137,2.0263,0.6228,1.77,1.45,8.2788,7.782,43.58,1121.0,9.4365,6.3425,1.6929,7.547,108.74,3.8,8.175,8.585,72.82,1.628,30.65,37.42,0.49568751858828364,0.37066881547138664,-0.16036655211912887,-1.0597826086956585,2.971620986992141,1.356386200732529,0.06940171760948521,0.7388651406888047
29,11/02/2000,1.5918,1.0155,2.0346,0.628,1.767,1.4515,8.2788,7.7814,43.65,1115.0,9.423,6.361,1.6947,7.566,108.99,3.8,8.212,8.608,73.6,1.6305,30.63,37.43,0.17756732761171623,0.8349389852279954,0.16062413951354326,1.0711343037627108,3.1491883146038573,2.1913251859605243,0.23002585712302848,1.8099994444515155
30,14/02/2000,1.5926,1.0222,2.0542,0.6293,1.769,1.4547,8.2779,7.78,43.65,1128.0,9.393,6.355,1.6975,7.612,108.65,3.8,8.248,8.679,73.65,1.6435,30.72,37.49,0.6597735105859037,0.20700636942674322,0.0,0.067934782608714,3.808961825189761,2.3983315553872675,0.23002585712302848,1.8779342270602295
31,15/02/2000,1.5873,1.0169,2.0534,0.627,1.783,1.4585,8.2777,7.781,43.64,1128.0,9.3875,6.355,1.696,7.5743,108.75,3.8,8.2515,8.68,73.75,1.633,30.75,37.52,-0.51848953238115,-0.3654854600349533,-0.02290950744558984,0.13577732518668117,3.290472292808611,2.032846095352314,0.20711634967743864,2.0137115522469107
32,16/02/2000,1.587,1.0161,2.0412,0.6234,1.775,1.452,8.2777,7.7814,43.75,1126.0,9.3715,6.3375,1.7033,7.567,109.38,3.8,8.239,8.6695,73.41,1.6302,30.72,37.7,-0.0786704690726614,-0.5741626794258492,0.25206232813932417,-0.4610169491525484,3.2118018237359496,1.458683415926465,0.4591786778167628,1.5526946030943622
33,17/02/2000,1.5823,1.0139,2.0255,0.6231,1.777,1.4522,8.2772,7.7815,43.68,1128.0,9.398,6.325,1.706,7.555,110.27,3.8,8.285,8.68,73.65,1.6274,30.72,37.77,-0.21651412262572167,-0.048123195380167516,-0.16000000000000458,0.3269309358398198,2.995287701110228,1.4105602205462975,0.2991786778167582,1.879625538934182
34,18/02/2000,1.5893,1.0152,2.0371,0.6256,1.777,1.4512,8.2772,7.7808,43.68,1129.0,9.354,6.325,1.7058,7.561,110.88,3.8,8.257,8.6725,73.36,1.6282,30.765,38.11,0.12821777295592973,0.4012197079120705,0.0,-0.39375424304142204,3.1235054740661576,1.811779928458368,0.2991786778167582,1.48587129589276
36,22/02/2000,1.5982,0.994,2.0338,0.6186,1.785,1.4595,8.2773,7.7825,43.65,1135.0,9.427,6.313,1.7085,7.4035,111.04,3.8,8.145,8.5395,73.6,1.5983,30.8,38.22,-2.088258471237203,-1.1189258312020445,-0.06868131868131844,0.32715376226826187,1.0352470028289544,0.6928540972563235,0.23049735913543978,1.8130250581610219
37,23/02/2000,1.6139,0.9983,2.0597,0.6232,1.79,1.4651,8.278,7.7826,43.68,1136.0,9.413,6.335,1.714,7.436,111.11,3.8,8.1775,8.577,73.6,1.6082,30.8,38.09,0.4325955734406417,0.743614613643695,0.06872852233676952,0.0,1.4678425762695961,1.4364687109000185,0.2992258814722093,1.8130250581610219
38,24/02/2000,1.6276,1.0069,2.0547,0.6257,1.782,1.4587,8.278,7.783,43.65,1144.0,9.382,6.329,1.7165,7.501,110.95,3.8,8.2055,8.619,73.75,1.62,30.85,38.22,0.8614644896323798,0.4011553273427504,-0.06868131868131844,0.20380434782609758,2.329307065901976,1.8376240382427689,0.23054456279089086,2.0168294059871195
39,25/02/2000,1.6194,1.0243,2.0483,0.6286,1.774,1.4505,8.2786,7.783,43.65,1137.0,9.378,6.312,1.711,7.6345,110.98,3.8,8.312,8.695,73.75,1.6475,30.8,37.88,1.7280762737114097,0.46348090139043396,0.0,0.0,4.057383339613386,2.301104939633203,0.23054456279089086,2.0168294059871195
40,28/02/2000,1.6351,1.0342,2.0636,0.6275,1.779,1.4538,8.2786,7.783,43.68,1135.0,9.4025,6.3725,1.7185,7.6975,109.17,3.8,8.3425,8.6895,73.75,1.6615,30.8,37.95,0.9665137166845694,-0.1749920458161136,0.06872852233676952,0.0,5.0238970562979555,2.1261128938170892,0.2992730851276604,2.0168294059871195
41,29/02/2000,1.6247,1.037,2.0555,0.6337,1.769,1.4505,8.2786,7.7833,43.65,1131.31,9.3645,6.34,1.7237,7.724,109.88,3.8,8.381,8.75,73.75,1.6665,30.76,38.13,0.27074066911620953,0.988047808764958,-0.06868131868131844,0.0,5.294637725414165,3.1141607025820472,0.23059176644634194,2.0168294059871195
42,01/03/2000,1.6483,1.0309,2.0606,0.631,1.769,1.447,8.2786,7.7824,43.63,1128.5,9.363,6.3525,1.7182,7.673,107.1,3.8,8.3115,8.6865,73.75,1.6568,30.75,38.11,-0.588235294117645,-0.42606911787912427,-0.045819014891168575,0.0,4.70640243129652,2.688091584702923,0.18477275155517336,2.0168294059871195
43,02/03/2000,1.6455,1.0396,2.05,0.6343,1.759,1.4543,8.2787,7.7825,43.65,1120.5,9.341,6.368,1.7214,7.7446,107.37,3.8,8.4024,8.805,73.9,1.6714,30.75,38.0,0.8439227859152298,0.522979397781298,0.04584001833600748,0.20338983050847137,5.55032521721175,3.211070982484221,0.23061276989118085,2.220219236495591
44,03/03/2000,1.6442,1.0397,2.05,0.6325,1.744,1.451,8.2789,7.7833,43.65,1120.5,9.315,6.49,1.7253,7.7415,107.8,3.8,8.397,8.815,73.9,1.6712,30.75,38.01,0.009619084263179367,-0.28377739240107447,0.0,0.0,5.559944301474929,2.9272935900831465,0.23061276989118085,2.220219236495591
45,06/03/2000,1.6622,1.0413,2.079,0.6356,1.747,1.4555,8.2785,7.7835,43.63,1119.3,9.3175,6.5,1.7252,7.755,107.74,3.8,8.4125,8.7865,74.0,1.675,30.8,38.1,0.15389054534959978,0.49011857707510487,-0.045819014891168575,0.13531799729362692,5.713834846824529,3.4174121671582514,0.18479375500001227,2.3555372337892178
46,07/03/2000,1.657,1.046,2.0678,0.634,1.747,1.4527,8.2784,7.784,43.63,1118.7,9.285,6.523,1.7199,7.787,106.2,3.8,8.436,8.804,73.9,1.681,30.75,38.06,0.45135887832519206,-0.25173064820642743,0.0,-0.13513513513512265,6.165193725149721,3.165681518951824,0.18479375500001227,2.220402098654095
47,08/03/2000,1.641,1.0443,2.0513,0.6307,1.754,1.4592,8.2786,7.7845,43.65,1119.2,9.272,6.4825,1.714,7.777,106.89,3.8,8.454,8.851,73.65,1.677,30.76,37.94,-0.16252390057361898,-0.5205047318611933,0.04584001833600748,-0.3382949932341006,6.0026698245761025,2.6451767870906306,0.23063377333601975,1.8821071054199945
48,09/03/2000,1.6247,1.0326,2.0338,0.6323,1.735,1.457,8.2787,7.7842,43.63,1123.0,9.2925,6.4025,1.708,7.694,106.45,3.8,8.393,8.7235,73.65,1.6595,30.75,37.93,-1.1203677104280385,0.25368638021245893,-0.045819014891168575,0.0,4.8823021141480645,2.8988631673030896,0.18481475844485118,1.8821071054199945
49,10/03/2000,1.6297,1.0353,2.0202,0.6332,1.738,1.4575,8.2785,7.7848,43.65,1120.2,9.3175,6.3875,1.7035,7.7175,106.27,3.8,8.395,8.72,73.8,1.6661,30.75,37.85,0.26147588611273864,0.14233749802308182,0.04584001833600748,0.20366598778003286,5.143778000260803,3.0412006653261714,0.23065477678085866,2.0857730932000274
50,13/03/2000,1.6221,1.0365,2.0272,0.6336,1.749,1.4614,8.2781,7.7842,43.65,1121.0,9.313,6.435,1.7068,7.7235,105.32,3.8,8.419,8.718,74.05,1.6702,30.75,37.93,0.11590843233844073,0.06317119393557391,0.0,0.3387533875338855,5.259686432599244,3.1043718592617453,0.23065477678085866,2.424526480733913
51,14/03/2000,1.6287,1.0369,2.0392,0.6359,1.738,1.4632,8.278,7.7845,43.64,1118.4,9.319,6.44,1.7095,7.7235,104.85,3.8,8.443,8.697,73.62,1.6715,30.74,37.87,0.03859141341051586,0.3630050505050386,-0.02290950744558984,-0.5806887238352321,5.29827784600976,3.467376909766784,0.20774526933526882,1.8438377568986808
52,15/03/2000,1.6327,1.0314,2.0471,0.6357,1.7402,1.468,8.2778,7.7847,43.65,1118.5,9.337,6.475,1.715,7.6855,105.58,3.8,8.417,8.6915,73.62,1.6618,30.75,38.16,-0.5304272350274752,-0.03145148608271198,0.02291475710356483,0.0,4.7678506109822845,3.435925423684072,0.23066002643883365,1.8438377568986808
53,16/03/2000,1.6375,1.0299,2.05,0.635,1.736,1.4724,8.2777,7.7846,43.58,1118.0,9.325,6.45,1.712,7.665,105.63,3.8,8.406,8.694,73.64,1.6593,30.815,37.96,-0.14543339150669965,-0.11011483404121947,-0.16036655211912887,0.02716653083401077,4.622417219475585,3.3258105896428525,0.07029347431970479,1.8710042877326916
54,17/03/2000,1.6483,1.0316,2.064,0.6367,1.737,1.4728,8.2785,7.7849,43.65,1117.3,9.322,6.47,1.7161,7.676,106.1,3.8,8.4085,8.666,74.0,1.662,30.74,37.97,0.16506456937566139,0.2677165354330713,0.16062413951354326,0.4888647474198704,4.787481788851246,3.5935271250759238,0.23091761383324805,2.359869035152562
55,20/03/2000,1.6488,1.0299,2.0683,0.6375,1.74,1.4703,8.2786,7.7855,43.63,1118.18,9.321,6.492,1.72,7.667,106.5,3.8,8.421,8.6425,73.9,1.6605,30.75,38.04,-0.16479255525397862,0.12564787183915183,-0.045819014891168575,-0.13513513513512265,4.622689233597267,3.7191749969150756,0.18509859894207947,2.2247339000174393
56,21/03/2000,1.6393,1.0306,2.0396,0.6359,1.7395,1.4662,8.2783,7.7855,43.59,1117.0,9.3,6.484,1.7188,7.676,106.91,3.8,8.429,8.65,73.75,1.6615,30.78,37.9,0.0679677638605547,-0.2509803921568521,-0.09168003667201496,-0.2029769959404626,4.690656997457822,3.4681946047582235,0.09341856227006451,2.0217569040769767
57,22/03/2000,1.6513,1.0408,2.0509,0.6367,1.729,1.472,8.2783,7.7858,43.65,1113.0,9.275,6.4575,1.7125,7.751,106.77,3.8,8.466,8.711,73.7,1.675,30.75,37.8,0.9897147292839081,0.1258059443308701,0.13764624913970014,-0.06779661016949046,5.68037172674173,3.5940005490890936,0.23106481140976465,1.9539602939074863
58,23/03/2000,1.6554,1.0319,2.0513,0.6317,1.723,1.4727,8.2787,7.7858,43.65,1110.0,9.2375,6.478,1.7115,7.6875,107.45,3.8,8.388,8.645,73.75,1.6522,30.75,37.75,-0.855111452728663,-0.7852991989948155,0.0,0.06784260515604323,4.825260274013067,2.808701350094278,0.23106481140976465,2.0218028990635295
59,24/03/2000,1.6491,1.0284,2.0479,0.6285,1.73,1.465,8.2789,7.7845,43.65,1108.7,9.1875,6.4835,1.716,7.6575,107.25,3.8,8.345,8.5775,73.74,1.6333,30.7,37.72,-0.33918015311561467,-0.5065695741649612,0.0,-0.013559322033906973,4.4860801208974515,2.302131775929317,0.23106481140976465,2.0082435770296225
60,27/03/2000,1.6356,1.0368,2.0276,0.6307,1.736,1.4605,8.2792,7.7855,43.62,1112.1,9.1825,6.465,1.716,7.719,107.13,3.8,8.406,8.6465,73.85,1.6468,30.65,37.8,0.8168028004667427,0.35003977724743507,-0.06872852233676952,0.1491727691890432,5.302882921364194,2.652171553176752,0.16233628907299513,2.1574163462186657
61,28/03/2000,1.6284,1.0401,1.99,0.63,1.749,1.4541,8.2795,7.785,43.65,1112.5,9.184,6.49,1.715,7.747,105.9,3.8,8.39,8.5675,73.85,1.6551,30.64,37.8,0.3182870370370461,-0.11098779134295356,0.06877579092159358,0.0,5.62116995840124,2.5411837618337985,0.23111207999458871,2.1574163462186657
62,29/03/2000,1.6329,1.05,1.994,0.6301,1.74,1.4555,8.2789,7.7865,43.65,1109.4,9.235,6.5125,1.7168,7.819,105.6,3.8,8.45,8.6675,73.9,1.6725,30.6,37.79,0.9518315546582112,0.0158730158730247,0.0,0.06770480704132442,6.5730015130594515,2.557056777706823,0.23111207999458871,2.22512115325999
63,30/03/2000,1.6327,1.0423,2.004,0.6281,1.753,1.4557,8.2788,7.7866,43.65,1107.5,9.306,6.579,1.7194,7.763,105.53,3.8,8.405,8.633,73.85,1.6605,30.6,37.88,-0.7333333333333414,-0.3174099349309678,0.0,-0.06765899864683567,5.83966817972611,2.2396468427758554,0.23111207999458871,2.1574621546131545
64,31/03/2000,1.6496,1.0445,2.0161,0.6281,1.742,1.4538,8.2787,7.7867,43.65,1105.5,9.2895,6.535,1.712,7.775,102.73,3.8,8.435,8.635,73.85,1.663,30.48,37.85,0.21107166842559977,0.0,0.0,0.0,6.05073984815171,2.2396468427758554,0.23111207999458871,2.1574621546131545
65,03/04/2000,1.6466,1.046,2.0008,0.6258,1.742,1.4548,8.2786,7.7868,43.632,1113.0,9.29,6.565,1.7173,7.7895,104.82,3.8,8.464,8.678,73.85,1.6587,30.5,37.8,0.14360938247965915,-0.3661837287056158,-0.04123711340205949,0.0,6.194349230631369,1.8734631140702396,0.18987496659252923,2.1574621546131545
66,04/04/2000,1.6578,1.043,1.9972,0.6264,1.745,1.4531,8.2791,7.7863,43.65,1114.0,9.312,6.56,1.7183,7.777,105.33,3.8,8.49,8.691,74.18,1.65,30.45,37.86,-0.2868068833652093,0.09587727708531002,0.04125412541253759,0.44685172647258575,5.90754234726616,1.9693403911555496,0.23112909200506682,2.6043138810857402
67,05/04/2000,1.6521,1.0366,1.9869,0.6289,1.755,1.4548,8.2795,7.7864,43.68,1115.5,9.395,6.6025,1.716,7.7225,105.0,3.8,8.4425,8.6225,74.15,1.633,30.5,38.05,-0.6136145733461107,0.39910600255428363,0.06872852233676952,-0.040442167700194265,5.29392777392005,2.3684463937098332,0.29985761434183633,2.563871713385546
68,06/04/2000,1.6622,1.0438,1.996,0.6329,1.745,1.4515,8.2795,7.787,43.65,1112.0,9.364,6.575,1.715,7.774,104.78,3.8,8.476,8.661,74.18,1.639,30.48,38.05,0.6945784294809965,0.6360311655271067,-0.06868131868131844,0.04045853000673727,5.988506203401046,3.00447755923694,0.2311762956605179,2.6043302433922833
69,07/04/2000,1.6658,1.0428,1.9988,0.6317,1.746,1.4574,8.2795,7.7878,43.67,1107.5,9.3222,6.561,1.7162,7.767,105.33,3.8,8.482,8.642,74.15,1.6383,30.5,37.995,-0.0958037938302514,-0.18960341286142768,0.04581901489117968,-0.040442167700194265,5.892702409570795,2.8148741463755123,0.27699531055169757,2.563888075692089
70,10/04/2000,1.6692,1.043,2.006,0.6318,1.738,1.4615,8.2798,7.7875,43.66,1110.5,9.29,6.555,1.719,7.765,106.37,3.8,8.502,8.61,74.05,1.6435,30.35,38.05,0.01917913310318653,0.015830299192653996,-0.02289901534234806,-0.13486176668915384,5.9118815426739815,2.8307044455681662,0.2540962952093495,2.429026309002935
71,11/04/2000,1.6787,1.0426,2.0064,0.63,1.7475,1.4635,8.2791,7.787,43.68,1110.0,9.366,6.5925,1.72,7.767,106.95,3.8,8.526,8.634,74.1,1.6415,30.35,38.07,-0.03835091083412845,-0.2849002849002913,0.04580852038480465,0.06752194463199857,5.873530631839853,2.545804160667875,0.29990481559415416,2.4965482536349337
72,12/04/2000,1.675,1.047,2.0101,0.6296,1.748,1.4623,8.2796,7.7878,43.7,1108.5,9.397,6.574,1.7193,7.797,105.86,3.8,8.533,8.702,74.05,1.649,30.35,38.05,0.4220218684058974,-0.06349206349205438,0.045787545787545625,-0.06747638326585204,6.29555250024575,2.4823120971758206,0.3456923613816998,2.4290718703690817
73,13/04/2000,1.677,1.05,2.0088,0.6297,1.764,1.4661,8.2794,7.7879,43.7,1107.0,9.399,6.5645,1.716,7.8225,105.76,3.8,8.546,8.723,74.05,1.652,30.35,37.85,0.2865329512894199,0.015883100381186566,0.0,0.0,6.58208545153517,2.498195197557007,0.3456923613816998,2.4290718703690817
74,14/04/2000,1.6745,1.0456,2.0096,0.6305,1.786,1.4767,8.2794,7.788,43.75,1111.2,9.501,6.5835,1.7078,7.7908,105.12,3.8,8.5435,8.7,74.04,1.6408,30.45,37.9,-0.4190476190476189,0.12704462442432174,0.11441647597252302,-0.01350438892638861,6.163037832487552,2.625239821981329,0.4601088373542228,2.415567481442693
75,17/04/2000,1.6912,1.0471,2.0222,0.6308,1.789,1.4855,8.2794,7.7882,43.68,1113.8,9.4825,6.621,1.7069,7.7975,104.19,3.8,8.587,8.72,73.8,1.644,30.55,37.97,0.14345830145370275,0.04758128469470879,-0.16000000000000458,-0.32414910858996615,6.306496133941255,2.6728211066760377,0.3001088373542182,2.091418372852727
76,18/04/2000,1.6818,1.0552,2.019,0.6344,1.766,1.4837,8.279,7.7885,43.7,1110.0,9.437,6.61,1.699,7.8615,104.59,3.8,8.631,8.744,74.25,1.6603,30.6,37.92,0.7735650845191566,0.5707038681039833,0.045787545787545625,0.6097560975609762,7.080061218460411,3.243524974780021,0.34589638314176385,2.701174470413703
77,19/04/2000,1.6787,1.0673,2.006,0.6338,1.766,1.4761,8.2793,7.7886,43.7,1109.5,9.391,6.638,1.6992,7.9525,104.94,3.8,8.714,8.798,74.25,1.6755,30.62,37.98,1.1467020470053102,-0.09457755359393305,0.0,0.0,8.22676326546572,3.148947421186088,0.34589638314176385,2.701174470413703
78,20/04/2000,1.6861,1.0666,2.0202,0.6329,1.781,1.4725,8.2791,7.7888,43.687,1109.0,9.403,6.702,1.6978,7.9525,105.45,3.8,8.6925,8.8,73.85,1.6772,30.55,37.97,-0.06558605827788888,-0.14200063111391437,-0.02974828375287286,-0.5387205387205496,8.161177207187832,3.0069467900721736,0.316148099388891,2.1624539316931535
79,21/04/2000,1.6878,1.0662,2.0263,0.6335,1.779,1.475,8.2785,7.7887,43.7,1108.5,9.4045,6.74,1.699,7.949,105.88,3.8,8.677,8.786,74.0,1.676,30.585,37.95,-0.03750234389648943,0.09480170643070274,0.02975713599011609,0.20311442112390665,8.123674863291342,3.1017484965028763,0.3459052353790071,2.36556835281706
